loading preprocessed files
0/8920 (epoch 0), train_loss = 4.181, time/batch = 0.115
1542/8920 (epoch 3), train_loss = 1.558, time/batch = 0.071
1543/8920 (epoch 3), train_loss = 1.599, time/batch = 0.070
1544/8920 (epoch 3), train_loss = 1.621, time/batch = 0.071
1545/8920 (epoch 3), train_loss = 1.611, time/batch = 0.073
1546/8920 (epoch 3), train_loss = 1.652, time/batch = 0.071
1547/8920 (epoch 3), train_loss = 1.585, time/batch = 0.073
1548/8920 (epoch 3), train_loss = 1.586, time/batch = 0.070
1549/8920 (epoch 3), train_loss = 1.559, time/batch = 0.071
1550/8920 (epoch 3), train_loss = 1.590, time/batch = 0.072
1551/8920 (epoch 3), train_loss = 1.588, time/batch = 0.071
1552/8920 (epoch 3), train_loss = 1.531, time/batch = 0.071
1553/8920 (epoch 3), train_loss = 1.554, time/batch = 0.069
1554/8920 (epoch 3), train_loss = 1.568, time/batch = 0.073
1555/8920 (epoch 3), train_loss = 1.553, time/batch = 0.073
1556/8920 (epoch 3), train_loss = 1.544, time/batch = 0.072
1557/8920 (epoch 3), train_loss = 1.572, time/batch = 0.075
1558/8920 (epoch 3), train_loss = 1.584, time/batch = 0.070
1559/8920 (epoch 3), train_loss = 1.609, time/batch = 0.069
1560/8920 (epoch 3), train_loss = 1.587, time/batch = 0.070
1561/8920 (epoch 3), train_loss = 1.596, time/batch = 0.071
1562/8920 (epoch 3), train_loss = 1.541, time/batch = 0.071
1563/8920 (epoch 3), train_loss = 1.555, time/batch = 0.071
1564/8920 (epoch 3), train_loss = 1.644, time/batch = 0.070
1565/8920 (epoch 3), train_loss = 1.584, time/batch = 0.073
1566/8920 (epoch 3), train_loss = 1.600, time/batch = 0.072
1567/8920 (epoch 3), train_loss = 1.599, time/batch = 0.071
1568/8920 (epoch 3), train_loss = 1.637, time/batch = 0.069
1569/8920 (epoch 3), train_loss = 1.568, time/batch = 0.069
1570/8920 (epoch 3), train_loss = 1.611, time/batch = 0.070
1571/8920 (epoch 3), train_loss = 1.612, time/batch = 0.072
1572/8920 (epoch 3), train_loss = 1.603, time/batch = 0.074
1573/8920 (epoch 3), train_loss = 1.581, time/batch = 0.071
1574/8920 (epoch 3), train_loss = 1.597, time/batch = 0.070
1575/8920 (epoch 3), train_loss = 1.548, time/batch = 0.072
1576/8920 (epoch 3), train_loss = 1.580, time/batch = 0.069
1577/8920 (epoch 3), train_loss = 1.574, time/batch = 0.072
1578/8920 (epoch 3), train_loss = 1.592, time/batch = 0.072
1579/8920 (epoch 3), train_loss = 1.551, time/batch = 0.070
1580/8920 (epoch 3), train_loss = 1.568, time/batch = 0.073
1581/8920 (epoch 3), train_loss = 1.593, time/batch = 0.071
1582/8920 (epoch 3), train_loss = 1.540, time/batch = 0.071
1583/8920 (epoch 3), train_loss = 1.571, time/batch = 0.072
1584/8920 (epoch 3), train_loss = 1.579, time/batch = 0.072
1585/8920 (epoch 3), train_loss = 1.553, time/batch = 0.071
1586/8920 (epoch 3), train_loss = 1.625, time/batch = 0.073
1587/8920 (epoch 3), train_loss = 1.546, time/batch = 0.071
1588/8920 (epoch 3), train_loss = 1.615, time/batch = 0.072
1589/8920 (epoch 3), train_loss = 1.513, time/batch = 0.070
1590/8920 (epoch 3), train_loss = 1.607, time/batch = 0.069
1591/8920 (epoch 3), train_loss = 1.551, time/batch = 0.074
1592/8920 (epoch 3), train_loss = 1.562, time/batch = 0.071
1593/8920 (epoch 3), train_loss = 1.599, time/batch = 0.070
1594/8920 (epoch 3), train_loss = 1.544, time/batch = 0.069
1595/8920 (epoch 3), train_loss = 1.555, time/batch = 0.071
1596/8920 (epoch 3), train_loss = 1.575, time/batch = 0.072
1597/8920 (epoch 3), train_loss = 1.570, time/batch = 0.073
1598/8920 (epoch 3), train_loss = 1.528, time/batch = 0.072
1599/8920 (epoch 3), train_loss = 1.571, time/batch = 0.071
1600/8920 (epoch 3), train_loss = 1.549, time/batch = 0.070
1601/8920 (epoch 3), train_loss = 1.576, time/batch = 0.070
1602/8920 (epoch 3), train_loss = 1.544, time/batch = 0.072
1603/8920 (epoch 3), train_loss = 1.612, time/batch = 0.070
1604/8920 (epoch 3), train_loss = 1.624, time/batch = 0.072
1605/8920 (epoch 3), train_loss = 1.594, time/batch = 0.071
1606/8920 (epoch 3), train_loss = 1.549, time/batch = 0.069
1607/8920 (epoch 3), train_loss = 1.562, time/batch = 0.073
1608/8920 (epoch 3), train_loss = 1.567, time/batch = 0.071
1609/8920 (epoch 3), train_loss = 1.578, time/batch = 0.072
1610/8920 (epoch 3), train_loss = 1.530, time/batch = 0.070
1611/8920 (epoch 3), train_loss = 1.615, time/batch = 0.070
1612/8920 (epoch 3), train_loss = 1.580, time/batch = 0.071
1613/8920 (epoch 3), train_loss = 1.614, time/batch = 0.072
1614/8920 (epoch 3), train_loss = 1.591, time/batch = 0.072
1615/8920 (epoch 3), train_loss = 1.606, time/batch = 0.072
1616/8920 (epoch 3), train_loss = 1.566, time/batch = 0.070
1617/8920 (epoch 3), train_loss = 1.587, time/batch = 0.072
1618/8920 (epoch 3), train_loss = 1.552, time/batch = 0.075
1619/8920 (epoch 3), train_loss = 1.593, time/batch = 0.070
1620/8920 (epoch 3), train_loss = 1.533, time/batch = 0.070
1621/8920 (epoch 3), train_loss = 1.558, time/batch = 0.068
1622/8920 (epoch 3), train_loss = 1.570, time/batch = 0.071
1623/8920 (epoch 3), train_loss = 1.562, time/batch = 0.074
1624/8920 (epoch 3), train_loss = 1.531, time/batch = 0.070
1625/8920 (epoch 3), train_loss = 1.618, time/batch = 0.073
1626/8920 (epoch 3), train_loss = 1.618, time/batch = 0.071
1627/8920 (epoch 3), train_loss = 1.572, time/batch = 0.070
1628/8920 (epoch 3), train_loss = 1.559, time/batch = 0.073
1629/8920 (epoch 3), train_loss = 1.562, time/batch = 0.070
1630/8920 (epoch 3), train_loss = 1.560, time/batch = 0.071
1631/8920 (epoch 3), train_loss = 1.601, time/batch = 0.069
1632/8920 (epoch 3), train_loss = 1.599, time/batch = 0.068
1633/8920 (epoch 3), train_loss = 1.593, time/batch = 0.071
1634/8920 (epoch 3), train_loss = 1.578, time/batch = 0.071
1635/8920 (epoch 3), train_loss = 1.532, time/batch = 0.070
1636/8920 (epoch 3), train_loss = 1.616, time/batch = 0.069
1637/8920 (epoch 3), train_loss = 1.509, time/batch = 0.071
1638/8920 (epoch 3), train_loss = 1.524, time/batch = 0.074
1639/8920 (epoch 3), train_loss = 1.572, time/batch = 0.069
1640/8920 (epoch 3), train_loss = 1.528, time/batch = 0.072
1641/8920 (epoch 3), train_loss = 1.495, time/batch = 0.070
1642/8920 (epoch 3), train_loss = 1.589, time/batch = 0.071
1643/8920 (epoch 3), train_loss = 1.591, time/batch = 0.070
1644/8920 (epoch 3), train_loss = 1.499, time/batch = 0.073
1645/8920 (epoch 3), train_loss = 1.579, time/batch = 0.071
1646/8920 (epoch 3), train_loss = 1.619, time/batch = 0.071
1647/8920 (epoch 3), train_loss = 1.596, time/batch = 0.070
1648/8920 (epoch 3), train_loss = 1.556, time/batch = 0.072
1649/8920 (epoch 3), train_loss = 1.620, time/batch = 0.070
1650/8920 (epoch 3), train_loss = 1.625, time/batch = 0.071
1651/8920 (epoch 3), train_loss = 1.630, time/batch = 0.072
1652/8920 (epoch 3), train_loss = 1.522, time/batch = 0.072
1653/8920 (epoch 3), train_loss = 1.574, time/batch = 0.072
1654/8920 (epoch 3), train_loss = 1.557, time/batch = 0.071
1655/8920 (epoch 3), train_loss = 1.567, time/batch = 0.071
1656/8920 (epoch 3), train_loss = 1.528, time/batch = 0.073
1657/8920 (epoch 3), train_loss = 1.498, time/batch = 0.071
1658/8920 (epoch 3), train_loss = 1.520, time/batch = 0.070
1659/8920 (epoch 3), train_loss = 1.541, time/batch = 0.071
1660/8920 (epoch 3), train_loss = 1.540, time/batch = 0.073
1661/8920 (epoch 3), train_loss = 1.516, time/batch = 0.070
1662/8920 (epoch 3), train_loss = 1.541, time/batch = 0.070
1663/8920 (epoch 3), train_loss = 1.549, time/batch = 0.071
1664/8920 (epoch 3), train_loss = 1.555, time/batch = 0.072
1665/8920 (epoch 3), train_loss = 1.531, time/batch = 0.072
1666/8920 (epoch 3), train_loss = 1.594, time/batch = 0.069
1667/8920 (epoch 3), train_loss = 1.531, time/batch = 0.071
1668/8920 (epoch 3), train_loss = 1.523, time/batch = 0.070
1669/8920 (epoch 3), train_loss = 1.593, time/batch = 0.072
1670/8920 (epoch 3), train_loss = 1.521, time/batch = 0.072
1671/8920 (epoch 3), train_loss = 1.475, time/batch = 0.071
1672/8920 (epoch 3), train_loss = 1.549, time/batch = 0.070
1673/8920 (epoch 3), train_loss = 1.549, time/batch = 0.069
1674/8920 (epoch 3), train_loss = 1.569, time/batch = 0.070
1675/8920 (epoch 3), train_loss = 1.539, time/batch = 0.069
1676/8920 (epoch 3), train_loss = 1.643, time/batch = 0.072
1677/8920 (epoch 3), train_loss = 1.515, time/batch = 0.070
1678/8920 (epoch 3), train_loss = 1.594, time/batch = 0.074
1679/8920 (epoch 3), train_loss = 1.496, time/batch = 0.072
1680/8920 (epoch 3), train_loss = 1.584, time/batch = 0.070
1681/8920 (epoch 3), train_loss = 1.542, time/batch = 0.072
1682/8920 (epoch 3), train_loss = 1.471, time/batch = 0.073
1683/8920 (epoch 3), train_loss = 1.565, time/batch = 0.069
1684/8920 (epoch 3), train_loss = 1.537, time/batch = 0.072
1685/8920 (epoch 3), train_loss = 1.603, time/batch = 0.071
1686/8920 (epoch 3), train_loss = 1.547, time/batch = 0.072
1687/8920 (epoch 3), train_loss = 1.652, time/batch = 0.069
1688/8920 (epoch 3), train_loss = 1.603, time/batch = 0.072
1689/8920 (epoch 3), train_loss = 1.585, time/batch = 0.071
1690/8920 (epoch 3), train_loss = 1.494, time/batch = 0.072
1691/8920 (epoch 3), train_loss = 1.502, time/batch = 0.072
1692/8920 (epoch 3), train_loss = 1.511, time/batch = 0.069
1693/8920 (epoch 3), train_loss = 1.527, time/batch = 0.068
1694/8920 (epoch 3), train_loss = 1.606, time/batch = 0.072
1695/8920 (epoch 3), train_loss = 1.616, time/batch = 0.071
1696/8920 (epoch 3), train_loss = 1.521, time/batch = 0.074
1697/8920 (epoch 3), train_loss = 1.544, time/batch = 0.074
1698/8920 (epoch 3), train_loss = 1.595, time/batch = 0.070
1699/8920 (epoch 3), train_loss = 1.536, time/batch = 0.069
1700/8920 (epoch 3), train_loss = 1.519, time/batch = 0.073
1701/8920 (epoch 3), train_loss = 1.576, time/batch = 0.071
1702/8920 (epoch 3), train_loss = 1.585, time/batch = 0.072
1703/8920 (epoch 3), train_loss = 1.536, time/batch = 0.072
1704/8920 (epoch 3), train_loss = 1.519, time/batch = 0.069
1705/8920 (epoch 3), train_loss = 1.543, time/batch = 0.070
1706/8920 (epoch 3), train_loss = 1.538, time/batch = 0.071
1707/8920 (epoch 3), train_loss = 1.527, time/batch = 0.071
1708/8920 (epoch 3), train_loss = 1.651, time/batch = 0.070
1709/8920 (epoch 3), train_loss = 1.535, time/batch = 0.070
1710/8920 (epoch 3), train_loss = 1.592, time/batch = 0.072
1711/8920 (epoch 3), train_loss = 1.570, time/batch = 0.070
1712/8920 (epoch 3), train_loss = 1.567, time/batch = 0.072
1713/8920 (epoch 3), train_loss = 1.556, time/batch = 0.072
1714/8920 (epoch 3), train_loss = 1.559, time/batch = 0.070
1715/8920 (epoch 3), train_loss = 1.515, time/batch = 0.071
1716/8920 (epoch 3), train_loss = 1.529, time/batch = 0.070
1717/8920 (epoch 3), train_loss = 1.526, time/batch = 0.071
1718/8920 (epoch 3), train_loss = 1.583, time/batch = 0.072
1719/8920 (epoch 3), train_loss = 1.551, time/batch = 0.069
1720/8920 (epoch 3), train_loss = 1.596, time/batch = 0.072
1721/8920 (epoch 3), train_loss = 1.562, time/batch = 0.072
1722/8920 (epoch 3), train_loss = 1.556, time/batch = 0.070
1723/8920 (epoch 3), train_loss = 1.618, time/batch = 0.071
1724/8920 (epoch 3), train_loss = 1.542, time/batch = 0.069
1725/8920 (epoch 3), train_loss = 1.567, time/batch = 0.072
1726/8920 (epoch 3), train_loss = 1.577, time/batch = 0.071
1727/8920 (epoch 3), train_loss = 1.523, time/batch = 0.072
1728/8920 (epoch 3), train_loss = 1.540, time/batch = 0.072
1729/8920 (epoch 3), train_loss = 1.559, time/batch = 0.072
1730/8920 (epoch 3), train_loss = 1.557, time/batch = 0.071
1731/8920 (epoch 3), train_loss = 1.609, time/batch = 0.073
1732/8920 (epoch 3), train_loss = 1.528, time/batch = 0.073
1733/8920 (epoch 3), train_loss = 1.574, time/batch = 0.071
1734/8920 (epoch 3), train_loss = 1.516, time/batch = 0.070
1735/8920 (epoch 3), train_loss = 1.507, time/batch = 0.071
1736/8920 (epoch 3), train_loss = 1.547, time/batch = 0.072
1737/8920 (epoch 3), train_loss = 1.519, time/batch = 0.072
1738/8920 (epoch 3), train_loss = 1.577, time/batch = 0.071
1739/8920 (epoch 3), train_loss = 1.589, time/batch = 0.072
1740/8920 (epoch 3), train_loss = 1.571, time/batch = 0.072
1741/8920 (epoch 3), train_loss = 1.592, time/batch = 0.071
1742/8920 (epoch 3), train_loss = 1.564, time/batch = 0.071
1743/8920 (epoch 3), train_loss = 1.581, time/batch = 0.073
1744/8920 (epoch 3), train_loss = 1.587, time/batch = 0.072
1745/8920 (epoch 3), train_loss = 1.560, time/batch = 0.072
1746/8920 (epoch 3), train_loss = 1.611, time/batch = 0.070
1747/8920 (epoch 3), train_loss = 1.579, time/batch = 0.073
1748/8920 (epoch 3), train_loss = 1.596, time/batch = 0.071
1749/8920 (epoch 3), train_loss = 1.521, time/batch = 0.071
1750/8920 (epoch 3), train_loss = 1.570, time/batch = 0.071
1751/8920 (epoch 3), train_loss = 1.523, time/batch = 0.069
1752/8920 (epoch 3), train_loss = 1.525, time/batch = 0.070
1753/8920 (epoch 3), train_loss = 1.569, time/batch = 0.072
1754/8920 (epoch 3), train_loss = 1.532, time/batch = 0.070
1755/8920 (epoch 3), train_loss = 1.530, time/batch = 0.071
1756/8920 (epoch 3), train_loss = 1.544, time/batch = 0.073
1757/8920 (epoch 3), train_loss = 1.574, time/batch = 0.073
1758/8920 (epoch 3), train_loss = 1.564, time/batch = 0.072
1759/8920 (epoch 3), train_loss = 1.570, time/batch = 0.073
1760/8920 (epoch 3), train_loss = 1.609, time/batch = 0.070
1761/8920 (epoch 3), train_loss = 1.610, time/batch = 0.073
1762/8920 (epoch 3), train_loss = 1.572, time/batch = 0.069
1763/8920 (epoch 3), train_loss = 1.533, time/batch = 0.071
1764/8920 (epoch 3), train_loss = 1.595, time/batch = 0.071
1765/8920 (epoch 3), train_loss = 1.554, time/batch = 0.070
1766/8920 (epoch 3), train_loss = 1.558, time/batch = 0.071
1767/8920 (epoch 3), train_loss = 1.570, time/batch = 0.070
1768/8920 (epoch 3), train_loss = 1.529, time/batch = 0.072
1769/8920 (epoch 3), train_loss = 1.642, time/batch = 0.071
1770/8920 (epoch 3), train_loss = 1.541, time/batch = 0.071
1771/8920 (epoch 3), train_loss = 1.597, time/batch = 0.073
1772/8920 (epoch 3), train_loss = 1.527, time/batch = 0.071
1773/8920 (epoch 3), train_loss = 1.540, time/batch = 0.070
1774/8920 (epoch 3), train_loss = 1.549, time/batch = 0.071
1775/8920 (epoch 3), train_loss = 1.536, time/batch = 0.072
1776/8920 (epoch 3), train_loss = 1.652, time/batch = 0.069
1777/8920 (epoch 3), train_loss = 1.528, time/batch = 0.070
1778/8920 (epoch 3), train_loss = 1.580, time/batch = 0.071
1779/8920 (epoch 3), train_loss = 1.502, time/batch = 0.070
1780/8920 (epoch 3), train_loss = 1.526, time/batch = 0.070
1781/8920 (epoch 3), train_loss = 1.510, time/batch = 0.071
1782/8920 (epoch 3), train_loss = 1.570, time/batch = 0.071
1783/8920 (epoch 3), train_loss = 1.534, time/batch = 0.071
1784/8920 (epoch 4), train_loss = 1.642, time/batch = 0.070
1785/8920 (epoch 4), train_loss = 1.528, time/batch = 0.071
1786/8920 (epoch 4), train_loss = 1.540, time/batch = 0.071
1787/8920 (epoch 4), train_loss = 1.533, time/batch = 0.071
1788/8920 (epoch 4), train_loss = 1.601, time/batch = 0.070
1789/8920 (epoch 4), train_loss = 1.535, time/batch = 0.073
1790/8920 (epoch 4), train_loss = 1.575, time/batch = 0.072
1791/8920 (epoch 4), train_loss = 1.578, time/batch = 0.072
1792/8920 (epoch 4), train_loss = 1.509, time/batch = 0.074
1793/8920 (epoch 4), train_loss = 1.464, time/batch = 0.070
1794/8920 (epoch 4), train_loss = 1.605, time/batch = 0.073
1795/8920 (epoch 4), train_loss = 1.490, time/batch = 0.072
1796/8920 (epoch 4), train_loss = 1.565, time/batch = 0.071
1797/8920 (epoch 4), train_loss = 1.523, time/batch = 0.071
1798/8920 (epoch 4), train_loss = 1.525, time/batch = 0.072
1799/8920 (epoch 4), train_loss = 1.524, time/batch = 0.069
1800/8920 (epoch 4), train_loss = 1.603, time/batch = 0.072
1801/8920 (epoch 4), train_loss = 1.510, time/batch = 0.072
1802/8920 (epoch 4), train_loss = 1.532, time/batch = 0.071
1803/8920 (epoch 4), train_loss = 1.549, time/batch = 0.071
1804/8920 (epoch 4), train_loss = 1.477, time/batch = 0.071
1805/8920 (epoch 4), train_loss = 1.511, time/batch = 0.070
1806/8920 (epoch 4), train_loss = 1.484, time/batch = 0.072
1807/8920 (epoch 4), train_loss = 1.513, time/batch = 0.072
1808/8920 (epoch 4), train_loss = 1.460, time/batch = 0.071
1809/8920 (epoch 4), train_loss = 1.541, time/batch = 0.070
1810/8920 (epoch 4), train_loss = 1.478, time/batch = 0.072
1811/8920 (epoch 4), train_loss = 1.501, time/batch = 0.073
1812/8920 (epoch 4), train_loss = 1.559, time/batch = 0.073
1813/8920 (epoch 4), train_loss = 1.545, time/batch = 0.071
1814/8920 (epoch 4), train_loss = 1.537, time/batch = 0.070
1815/8920 (epoch 4), train_loss = 1.569, time/batch = 0.068
1816/8920 (epoch 4), train_loss = 1.526, time/batch = 0.070
1817/8920 (epoch 4), train_loss = 1.520, time/batch = 0.071
1818/8920 (epoch 4), train_loss = 1.579, time/batch = 0.070
1819/8920 (epoch 4), train_loss = 1.525, time/batch = 0.070
1820/8920 (epoch 4), train_loss = 1.637, time/batch = 0.073
1821/8920 (epoch 4), train_loss = 1.614, time/batch = 0.074
1822/8920 (epoch 4), train_loss = 1.551, time/batch = 0.072
1823/8920 (epoch 4), train_loss = 1.567, time/batch = 0.070
1824/8920 (epoch 4), train_loss = 1.585, time/batch = 0.072
1825/8920 (epoch 4), train_loss = 1.611, time/batch = 0.070
1826/8920 (epoch 4), train_loss = 1.541, time/batch = 0.070
1827/8920 (epoch 4), train_loss = 1.514, time/batch = 0.072
1828/8920 (epoch 4), train_loss = 1.593, time/batch = 0.073
1829/8920 (epoch 4), train_loss = 1.580, time/batch = 0.075
1830/8920 (epoch 4), train_loss = 1.507, time/batch = 0.069
1831/8920 (epoch 4), train_loss = 1.480, time/batch = 0.071
1832/8920 (epoch 4), train_loss = 1.512, time/batch = 0.070
1833/8920 (epoch 4), train_loss = 1.493, time/batch = 0.071
1834/8920 (epoch 4), train_loss = 1.517, time/batch = 0.071
1835/8920 (epoch 4), train_loss = 1.488, time/batch = 0.073
1836/8920 (epoch 4), train_loss = 1.490, time/batch = 0.070
1837/8920 (epoch 4), train_loss = 1.555, time/batch = 0.071
1838/8920 (epoch 4), train_loss = 1.537, time/batch = 0.070
1839/8920 (epoch 4), train_loss = 1.534, time/batch = 0.071
1840/8920 (epoch 4), train_loss = 1.502, time/batch = 0.072
1841/8920 (epoch 4), train_loss = 1.567, time/batch = 0.070
1842/8920 (epoch 4), train_loss = 1.521, time/batch = 0.072
1843/8920 (epoch 4), train_loss = 1.519, time/batch = 0.072
1844/8920 (epoch 4), train_loss = 1.568, time/batch = 0.072
1845/8920 (epoch 4), train_loss = 1.546, time/batch = 0.072
1846/8920 (epoch 4), train_loss = 1.557, time/batch = 0.070
1847/8920 (epoch 4), train_loss = 1.597, time/batch = 0.073
1848/8920 (epoch 4), train_loss = 1.490, time/batch = 0.072
1849/8920 (epoch 4), train_loss = 1.554, time/batch = 0.071
1850/8920 (epoch 4), train_loss = 1.517, time/batch = 0.072
1851/8920 (epoch 4), train_loss = 1.574, time/batch = 0.071
1852/8920 (epoch 4), train_loss = 1.574, time/batch = 0.071
1853/8920 (epoch 4), train_loss = 1.560, time/batch = 0.072
1854/8920 (epoch 4), train_loss = 1.568, time/batch = 0.072
1855/8920 (epoch 4), train_loss = 1.476, time/batch = 0.071
1856/8920 (epoch 4), train_loss = 1.571, time/batch = 0.070
1857/8920 (epoch 4), train_loss = 1.510, time/batch = 0.070
1858/8920 (epoch 4), train_loss = 1.502, time/batch = 0.071
1859/8920 (epoch 4), train_loss = 1.560, time/batch = 0.072
1860/8920 (epoch 4), train_loss = 1.571, time/batch = 0.073
1861/8920 (epoch 4), train_loss = 1.550, time/batch = 0.073
1862/8920 (epoch 4), train_loss = 1.544, time/batch = 0.068
1863/8920 (epoch 4), train_loss = 1.569, time/batch = 0.070
1864/8920 (epoch 4), train_loss = 1.527, time/batch = 0.071
1865/8920 (epoch 4), train_loss = 1.438, time/batch = 0.070
1866/8920 (epoch 4), train_loss = 1.506, time/batch = 0.071
1867/8920 (epoch 4), train_loss = 1.539, time/batch = 0.070
1868/8920 (epoch 4), train_loss = 1.553, time/batch = 0.074
1869/8920 (epoch 4), train_loss = 1.569, time/batch = 0.073
1870/8920 (epoch 4), train_loss = 1.525, time/batch = 0.072
1871/8920 (epoch 4), train_loss = 1.493, time/batch = 0.071
1872/8920 (epoch 4), train_loss = 1.588, time/batch = 0.070
1873/8920 (epoch 4), train_loss = 1.536, time/batch = 0.071
1874/8920 (epoch 4), train_loss = 1.496, time/batch = 0.072
1875/8920 (epoch 4), train_loss = 1.512, time/batch = 0.071
1876/8920 (epoch 4), train_loss = 1.558, time/batch = 0.074
1877/8920 (epoch 4), train_loss = 1.519, time/batch = 0.073
1878/8920 (epoch 4), train_loss = 1.536, time/batch = 0.072
1879/8920 (epoch 4), train_loss = 1.608, time/batch = 0.069
1880/8920 (epoch 4), train_loss = 1.557, time/batch = 0.072
1881/8920 (epoch 4), train_loss = 1.575, time/batch = 0.070
1882/8920 (epoch 4), train_loss = 1.467, time/batch = 0.072
1883/8920 (epoch 4), train_loss = 1.589, time/batch = 0.071
1884/8920 (epoch 4), train_loss = 1.495, time/batch = 0.070
1885/8920 (epoch 4), train_loss = 1.520, time/batch = 0.070
1886/8920 (epoch 4), train_loss = 1.555, time/batch = 0.071
1887/8920 (epoch 4), train_loss = 1.492, time/batch = 0.071
1888/8920 (epoch 4), train_loss = 1.555, time/batch = 0.072
1889/8920 (epoch 4), train_loss = 1.523, time/batch = 0.070
1890/8920 (epoch 4), train_loss = 1.502, time/batch = 0.071
1891/8920 (epoch 4), train_loss = 1.504, time/batch = 0.070
1892/8920 (epoch 4), train_loss = 1.561, time/batch = 0.071
1893/8920 (epoch 4), train_loss = 1.468, time/batch = 0.071
1894/8920 (epoch 4), train_loss = 1.440, time/batch = 0.069
1895/8920 (epoch 4), train_loss = 1.487, time/batch = 0.071
1896/8920 (epoch 4), train_loss = 1.547, time/batch = 0.071
1897/8920 (epoch 4), train_loss = 1.544, time/batch = 0.073
1898/8920 (epoch 4), train_loss = 1.545, time/batch = 0.073
1899/8920 (epoch 4), train_loss = 1.558, time/batch = 0.075
1900/8920 (epoch 4), train_loss = 1.525, time/batch = 0.070
1901/8920 (epoch 4), train_loss = 1.585, time/batch = 0.071
1902/8920 (epoch 4), train_loss = 1.547, time/batch = 0.070
1903/8920 (epoch 4), train_loss = 1.453, time/batch = 0.071
1904/8920 (epoch 4), train_loss = 1.540, time/batch = 0.072
1905/8920 (epoch 4), train_loss = 1.554, time/batch = 0.070
1906/8920 (epoch 4), train_loss = 1.493, time/batch = 0.070
1907/8920 (epoch 4), train_loss = 1.513, time/batch = 0.072
1908/8920 (epoch 4), train_loss = 1.544, time/batch = 0.073
1909/8920 (epoch 4), train_loss = 1.586, time/batch = 0.071
1910/8920 (epoch 4), train_loss = 1.533, time/batch = 0.070
1911/8920 (epoch 4), train_loss = 1.565, time/batch = 0.070
1912/8920 (epoch 4), train_loss = 1.583, time/batch = 0.070
1913/8920 (epoch 4), train_loss = 1.481, time/batch = 0.071
1914/8920 (epoch 4), train_loss = 1.453, time/batch = 0.071
1915/8920 (epoch 4), train_loss = 1.537, time/batch = 0.070
1916/8920 (epoch 4), train_loss = 1.597, time/batch = 0.072
1917/8920 (epoch 4), train_loss = 1.512, time/batch = 0.070
1918/8920 (epoch 4), train_loss = 1.516, time/batch = 0.071
1919/8920 (epoch 4), train_loss = 1.557, time/batch = 0.072
1920/8920 (epoch 4), train_loss = 1.579, time/batch = 0.070
1921/8920 (epoch 4), train_loss = 1.603, time/batch = 0.072
1922/8920 (epoch 4), train_loss = 1.588, time/batch = 0.071
1923/8920 (epoch 4), train_loss = 1.576, time/batch = 0.071
1924/8920 (epoch 4), train_loss = 1.567, time/batch = 0.072
1925/8920 (epoch 4), train_loss = 1.568, time/batch = 0.070
1926/8920 (epoch 4), train_loss = 1.491, time/batch = 0.070
1927/8920 (epoch 4), train_loss = 1.513, time/batch = 0.071
1928/8920 (epoch 4), train_loss = 1.541, time/batch = 0.070
1929/8920 (epoch 4), train_loss = 1.549, time/batch = 0.070
1930/8920 (epoch 4), train_loss = 1.517, time/batch = 0.073
1931/8920 (epoch 4), train_loss = 1.505, time/batch = 0.073
1932/8920 (epoch 4), train_loss = 1.519, time/batch = 0.070
1933/8920 (epoch 4), train_loss = 1.528, time/batch = 0.070
1934/8920 (epoch 4), train_loss = 1.471, time/batch = 0.072
1935/8920 (epoch 4), train_loss = 1.552, time/batch = 0.070
1936/8920 (epoch 4), train_loss = 1.522, time/batch = 0.072
1937/8920 (epoch 4), train_loss = 1.515, time/batch = 0.070
1938/8920 (epoch 4), train_loss = 1.537, time/batch = 0.070
1939/8920 (epoch 4), train_loss = 1.530, time/batch = 0.072
1940/8920 (epoch 4), train_loss = 1.530, time/batch = 0.070
1941/8920 (epoch 4), train_loss = 1.532, time/batch = 0.072
1942/8920 (epoch 4), train_loss = 1.564, time/batch = 0.074
1943/8920 (epoch 4), train_loss = 1.548, time/batch = 0.072
1944/8920 (epoch 4), train_loss = 1.536, time/batch = 0.070
1945/8920 (epoch 4), train_loss = 1.668, time/batch = 0.070
1946/8920 (epoch 4), train_loss = 1.572, time/batch = 0.072
1947/8920 (epoch 4), train_loss = 1.558, time/batch = 0.071
1948/8920 (epoch 4), train_loss = 1.580, time/batch = 0.071
1949/8920 (epoch 4), train_loss = 1.561, time/batch = 0.074
1950/8920 (epoch 4), train_loss = 1.526, time/batch = 0.072
1951/8920 (epoch 4), train_loss = 1.480, time/batch = 0.070
1952/8920 (epoch 4), train_loss = 1.555, time/batch = 0.071
1953/8920 (epoch 4), train_loss = 1.612, time/batch = 0.074
1954/8920 (epoch 4), train_loss = 1.555, time/batch = 0.072
1955/8920 (epoch 4), train_loss = 1.567, time/batch = 0.071
1956/8920 (epoch 4), train_loss = 1.555, time/batch = 0.071
1957/8920 (epoch 4), train_loss = 1.517, time/batch = 0.070
1958/8920 (epoch 4), train_loss = 1.563, time/batch = 0.072
1959/8920 (epoch 4), train_loss = 1.594, time/batch = 0.071
1960/8920 (epoch 4), train_loss = 1.557, time/batch = 0.072
1961/8920 (epoch 4), train_loss = 1.543, time/batch = 0.071
1962/8920 (epoch 4), train_loss = 1.477, time/batch = 0.070
1963/8920 (epoch 4), train_loss = 1.526, time/batch = 0.072
1964/8920 (epoch 4), train_loss = 1.529, time/batch = 0.073
